query,page,clicks,impressions,ctr,position
the public plum umeda ザ パブリック プラム ウメダ,https://suelog.jp/shops/453,0,1,0,38
the single うめだ阪急東通り店,https://suelog.jp/shops/1925,0,17,0,9.352941176470589
the single 営業時間,https://suelog.jp/shops/1925,0,5,0,6.6
the single 梅田阪急東通り店,https://suelog.jp/shops/1925,0,37,0,8.783783783783784
third place bar fizz,https://suelog.jp/shops/1307,0,16,0,9
third place bar fizz 大阪市,https://suelog.jp/shops/1307,0,12,0,5.583333333333333
third place shisha cafe&sweets bar,https://suelog.jp/shops/1538/shop_reports/new,0,1,0,27
third place shisha cafe&sweets bar メニュー,https://suelog.jp/shops/1538,0,11,0,8.818181818181818
third place shisha cafe&sweets bar レビュー,https://suelog.jp/shops/1538,0,26,0,7.769230769230769
third place shisha cafe&sweets bar 写真,https://suelog.jp/shops/1538,0,9,0,9.333333333333334
third place 心斎橋,https://suelog.jp/shops/1538,0,1,0,20
tk bar,https://suelog.jp/shops/3938,0,1,0,23
tom&jerry bar,https://suelog.jp/shops/630,0,8,0,12.375
tora鶏ya 梅田店,https://suelog.jp/shops/3759,0,1,0,33
toride umeda,https://suelog.jp/shops/3297,0,1,0,9
trecce,https://suelog.jp/shops/3484,0,1,0,6
trecce トレッチェ,https://suelog.jp/shops/3484,0,1,0,10
trecce トレッチェ,https://suelog.jp/shops/3484/shop_reports/new,0,2,0,40
treebar,https://suelog.jp/shops/1626,0,2,0,8.5
umeda girls bars,https://suelog.jp/shops/3562,0,1,0,39
umedaholic hotel café & bar,https://suelog.jp/shops/2202,0,1,0,22
unipon2kau2 ウーニーポンポンカウカウ,https://suelog.jp/shops/2930,0,7,0,24.285714285714285
universe osaka,https://suelog.jp/shops/490,0,5,0,8.2
uvillage,https://suelog.jp/shops/375,0,5,0,20.2
vamos bar,https://suelog.jp/shops/1752,0,5,0,9.4
vamos bar バモスバー,https://suelog.jp/shops/1752,0,3,0,20
vanilla 梅田,https://suelog.jp/shops/3277,0,3,0,7.666666666666667
vape 居酒屋,https://suelog.jp/articles/vape-smoking-review,0,1,0,13
vin de vin,https://suelog.jp/shops/2951,0,1,0,46
viva haus,https://suelog.jp/shops/488,0,32,0,6.46875
vivaハウス,https://suelog.jp/shops/488,0,1,0,7
warm cafe,https://suelog.jp/shops/394,0,1,0,6
wine baccers,https://suelog.jp/shops/2982,0,14,0,7.428571428571429
www.laipichu.com,https://suelog.jp/shops/1732,0,2,0,5.5
wythe club,https://suelog.jp/shops/1914,0,23,0,9.478260869565217
yakiniku tamaki,https://suelog.jp/shops/4080,0,5,0,45.2
yakinikuen 忍鬨 野田店,https://suelog.jp/shops/80,0,4,0,13.75
yebisu bar ヱビスバー ホワイティうめだ店,https://suelog.jp/shops/529,0,8,0,38.625
yodobloom sake 梅田店,https://suelog.jp/shops/289,0,1,0,20
yohaku,https://suelog.jp/shops/3490,0,1,0,2
yummy smile,https://suelog.jp/shops/1983,0,10,0,8.1
zen 大阪市,https://suelog.jp/shops/2134,0,2,0,11
zino bar,https://suelog.jp/shops/2897,0,1,0,11
zino umeda,https://suelog.jp/shops/2897,0,1,0,9
zino 中通り,https://suelog.jp/shops/2897,0,2,0,7.5
zino 中通り,https://suelog.jp/shops/546,0,5,0,26.2
zino 北新地,https://suelog.jp/shops/2897,0,2,0,15.5
zino 北新地,https://suelog.jp/shops/628,0,2,0,29
zino 天満,https://suelog.jp/shops/2814,0,7,0,10.428571428571429
zino 天神,https://suelog.jp/shops/628,0,4,0,27.75
zino 梅田,https://suelog.jp/shops/546,0,5,0,13.6
zino 梅田,https://suelog.jp/shops/628,0,5,0,23.8
zino 梅田東通り,https://suelog.jp/shops/2897,0,1,0,23
zino 梅田東通り,https://suelog.jp/shops/546,0,6,0,10.5
zino 高田馬場,https://suelog.jp/shops/546,0,2,0,29
zino天満,https://suelog.jp/shops/2814,0,2,0,8.5
ตะบันกิน,https://suelog.jp/shops/1697,0,4,0,10.5
”eight”lounge shisha 大阪市,https://suelog.jp/shops/2276,0,7,0,4
『fumus』梅田堂山店,https://suelog.jp/shops/4210,0,1,0,10
『fumus』梅田堂山店 レビュー,https://suelog.jp/shops/4210,0,11,0,4.181818181818182
〒530-0015 大阪府大阪市北区中崎西1丁目1-2 1f,https://suelog.jp/shops/2685,0,1,0,10
〒530-0015 大阪府大阪市北区中崎西1丁目1-2 1f,https://suelog.jp/shops/2801,0,2,0,10
〒530-0041 大阪府大阪市北区天神橋４丁目２−７ 天満松栄会館,https://suelog.jp/shops/2003,0,1,0,10
〒530-0041 大阪府大阪市北区天神橋４丁目２−７ 天満松栄会館,https://suelog.jp/shops/441,0,5,0,9.4
〒530-0041 大阪府大阪市北区天神橋４丁目４−２３,https://suelog.jp/shops/2804,0,1,0,6
〒530-0041 大阪府大阪市北区天神橋４丁目４−２３,https://suelog.jp/shops/2819,0,1,0,5
〒530-0056 大阪府大阪市北区兎我野町５−７ 日宝とがの町ビル b1,https://suelog.jp/shops/2905,0,38,0,10.18421052631579
あかねやこーひー,https://suelog.jp/shops/3044,0,2,0,9.5
あさい 中崎町,https://suelog.jp/shops/389,0,7,0,6.857142857142857
あばー,https://suelog.jp/shops/1654,0,2,0,4.5
あぷろ 03 梅田,https://suelog.jp/shops/2056,0,6,0,23.666666666666668
あまの家,https://suelog.jp/shops/388,0,5,0,8.4
いざかや炭屋,https://suelog.jp/shops/249,0,5,0,39.8
いざかや西澤,https://suelog.jp/shops/610,0,5,0,32.4
うしなべセンター,https://suelog.jp/shops/2156,0,10,0,6.1
うた吉,https://suelog.jp/shops/509,0,8,0,6.375
うた吉 梅田,https://suelog.jp/shops/509,0,12,0,5.166666666666667
うまいもんや心,https://suelog.jp/shops/212,0,1,0,6
うまいもんや心 肥後橋店,https://suelog.jp/shops/212,0,3,0,6.666666666666667
うまいもんや心・肥後橋店,https://suelog.jp/shops/212,0,11,0,14
うまみ屋 梅田,https://suelog.jp/shops/1949,0,1,0,26
うまみ屋 梅田店,https://suelog.jp/shops/1949,0,1,0,25
うめむら,https://suelog.jp/shops/3577,0,1,0,1
ええやん 北新地,https://suelog.jp/shops/3119,0,2,0,10.5
ええやん 北新地本店,https://suelog.jp/shops/3119,0,17,0,12.823529411764707
ええやん北新地本店,https://suelog.jp/shops/3119,0,3,0,8.666666666666668
えびすちゃん 梅田,https://suelog.jp/shops/1,0,1,0,28
えびすちゃん 梅田 お初天神店,https://suelog.jp/shops/1,0,3,0,23.333333333333332
えん ざ 北 新地,https://suelog.jp/shops/3341,0,50,0,7.24
えんざ 北新地,https://suelog.jp/shops/3341,0,54,0,7.703703703703703
えんざ北新地,https://suelog.jp/shops/3341,0,4,0,7.75
えん座 北新地,https://suelog.jp/shops/3341,0,25,0,7.48
えん座 北新地店,https://suelog.jp/shops/3341,0,10,0,10.1
おこげもんじゃ ラウンジ岡野 兎我野,https://suelog.jp/shops/2067,0,10,0,26.3
おこげもんじゃ ラウンジ岡野 兎我野,https://suelog.jp/shops/2067/shop_edit_requests/new,0,5,0,44.8
おこげもんじゃ ラウンジ岡野 兎我野,https://suelog.jp/shops/2067/shop_reports/new,0,8,0,44.125
おさけとごはん てっぺん シュセン,https://suelog.jp/shops/266,0,31,0,5.645161290322581
おしゃんてい,https://suelog.jp/shops/217,0,2,0,9.5
おでんとお蕎麦居酒屋 じんべえ,https://suelog.jp/shops/93,0,7,0,19.428571428571427
おでんとお蕎麦居酒屋じんべえ 2ビル店,https://suelog.jp/shops/93,0,10,0,8.9
おでんとお蕎麦居酒屋じんべえ2ビル店,https://suelog.jp/shops/93,0,26,0,9.192307692307692
おでんと串 大衆酒場 だるま商店,https://suelog.jp/shops/26,0,14,0,9.785714285714286
おにぎり,https://suelog.jp/shops/2294,0,2,0,7.5
おにぎりbar,https://suelog.jp/shops/2294,0,1,0,1
おにぎりbar kome＋ 大阪市,https://suelog.jp/shops/2294/shop_reports/new,0,7,0,8.428571428571429
おにぎりバー,https://suelog.jp/shops/2294,0,1,0,1
おばんざい ゲイ bar tchin-tchin バー ちんちん 大阪市,https://suelog.jp/shops/3052,0,16,0,2.9375
おばんざい ゲイ bar tchin-tchin バー ちんちん 大阪市,https://suelog.jp/shops/3052/shop_reports/new,0,16,0,8.875
おばんざいおでん魚居酒屋なんばエイト,https://suelog.jp/shops/1588,0,2,0,21
おばんざい鈴 夜 スナック,https://suelog.jp/shops/503,0,1,0,1
おふくろの味 大番,https://suelog.jp/shops/193,0,2,0,10
お初 天神 居酒屋 喫煙可,https://suelog.jp/shops/4,0,3,0,8.333333333333332
お初天神 bar,https://suelog.jp/shops/2292,0,1,0,2
お初天神 アソビバー,https://suelog.jp/shops/2995,0,1,0,11
お初天神 カラオケバー,https://suelog.jp/shops/3277,0,1,0,1
お初天神 カラオケバー,https://suelog.jp/shops/628,0,2,0,27.5
お初天神 シーシャ,https://suelog.jp/shops/2970,0,1,0,16
お初天神 スナック,https://suelog.jp/shops/509,0,2,0,1
お初天神 スナック,https://suelog.jp/shops/518,0,1,0,1
お初天神 タバコ吸える 居酒屋,https://suelog.jp/articles/ohatsutenjin-smoking-izakaya,0,4,0,12
お初天神 タバコ吸える 居酒屋,https://suelog.jp/shops/2995,0,8,0,29.625
お初天神 タバコ吸える 居酒屋,https://suelog.jp/shops/3003,0,10,0,39
お初天神 タバコ吸える 居酒屋,https://suelog.jp/shops/4,0,18,0,18.11111111111111
お初天神 タバコ吸える 居酒屋,https://suelog.jp/shops/4239,0,2,0,25
お初天神 喫煙可,https://suelog.jp/shops/4,0,3,0,11.333333333333334
お初天神 喫煙可 居酒屋,https://suelog.jp/shops/4,0,7,0,9.571428571428571
お初天神 喫煙所,https://suelog.jp/shops/2995,0,2,0,11
お初天神 喫煙所,https://suelog.jp/shops/3003,0,10,0,8.6
お初天神 居酒屋 喫煙可,https://suelog.jp/articles/ohatsutenjin-smoking-izakaya,0,3,0,16.333333333333336
お初天神 居酒屋 喫煙可,https://suelog.jp/shops/2172,0,4,0,33
お初天神 居酒屋 喫煙可,https://suelog.jp/shops/2995,0,11,0,22.181818181818183
お初天神 居酒屋 喫煙可,https://suelog.jp/shops/3003,0,9,0,37.22222222222222
お初天神 居酒屋 喫煙可,https://suelog.jp/shops/33,0,36,0,24.25
お初天神 居酒屋 喫煙可,https://suelog.jp/shops/4,0,17,0,11.470588235294118
お初天神 居酒屋 喫煙可,https://suelog.jp/shops/4238,0,4,0,27
お初天神 居酒屋 喫煙可,https://suelog.jp/shops/4239,0,2,0,24.5
お初天神応援団 勝男,https://suelog.jp/shops/3751,0,6,0,30.5
お晩酌 芽,https://suelog.jp/shops/671,0,1,0,13
お晩酌 芽 レビュー,https://suelog.jp/shops/671,0,2,0,10.5
お酒の美術館 リンクス梅田,https://suelog.jp/shops/269,0,1,0,11
お酒の美術館リンクス梅田店,https://suelog.jp/shops/269,0,4,0,11.5
お酒の美術館リンクス梅田店,https://suelog.jp/shops/269/shop_reports/new,0,1,0,43
お魚ときどきお肉 梅田店,https://suelog.jp/shops/1948,0,4,0,26.75
お魚と日本酒 七代目なお レビュー,https://suelog.jp/shops/2023,0,1,0,17
かがやきキッチン 梅田,https://suelog.jp/shops/1901,0,35,0,7.542857142857143
かくれんぼ スナック,https://suelog.jp/shops/442,0,1,0,1
かっちゃん 喫煙,https://suelog.jp/shops/3331,0,1,0,6
かっぱ横丁 喫煙所,https://suelog.jp/shops/1951,0,1,0,10
かっぱ横丁 百番,https://suelog.jp/shops/1951,0,7,0,11
かどや 西成,https://suelog.jp/shops/2633,0,5,0,11.4
かど升 梅田,https://suelog.jp/shops/3750,0,2,0,24.5
かぶんす,https://suelog.jp/shops/172,0,7,0,7.714285714285714
かわぐち 心斎橋,https://suelog.jp/shops/1107,0,1,0,22
かわのや 西梅田,https://suelog.jp/shops/50,0,1,0,11
かわの屋 西梅田本店,https://suelog.jp/shops/50,0,2,0,11
ぎょうざ茶包,https://suelog.jp/shops/2321,0,2,0,32
くいだおれビル 喫煙所,https://suelog.jp/shops/1777,0,3,0,11.666666666666666
げんげん 野田,https://suelog.jp/shops/248,0,7,0,7.571428571428571
この下,https://suelog.jp/shops/182,0,1,0,10
さしすせそ お初天神,https://suelog.jp/shops/33,0,1,0,19
さしすせそ 梅田,https://suelog.jp/shops/33,0,2,0,16.5
さしすせそお初天神,https://suelog.jp/shops/33,0,1,0,15
さやみすたいる,https://suelog.jp/shops/1703,0,3,0,9.666666666666666
さよならテンさん,https://suelog.jp/shops/3437,0,3,0,8
さよなら天さん 肥後橋,https://suelog.jp/shops/3437,0,1,0,16
しきの花,https://suelog.jp/shops/1576,0,2,0,21
しゃかりき 居酒屋,https://suelog.jp/shops/1735,0,1,0,9
しゃかりき432 難波元町店,https://suelog.jp/shops/1735,0,1,0,18
しんちゃん 大阪梅田堂山町,https://suelog.jp/shops/252,0,2,0,24
しん家 梅田,https://suelog.jp/shops/618,0,1,0,11
しん家 第2ビル,https://suelog.jp/shops/618,0,4,0,9.25
しーしゃ喫茶店 北新地店,https://suelog.jp/shops/3179,0,8,0,8.875
しーしゃ喫茶店 北新地店,https://suelog.jp/shops/3686,0,1,0,36
しーしゃ喫茶店 天満店,https://suelog.jp/shops/2738,0,3,0,8.333333333333332
しーしゃ喫茶店 梅田店,https://suelog.jp/shops/2920,0,1,0,9
じゃうでぃむ,https://suelog.jp/shops/1912,0,4,0,7.75
じんべえ おでん,https://suelog.jp/shops/93,0,1,0,36
じんべえ 梅田,https://suelog.jp/shops/93,0,3,0,23
じんべえ 梅田 第2ビル,https://suelog.jp/shops/93,0,10,0,9.3
じんべえ 駅ビル,https://suelog.jp/shops/93,0,1,0,9
すがた 焼き鳥,https://suelog.jp/shops/3666,0,1,0,8
すきや めん 口コミ,https://suelog.jp/shops/1284,0,1,0,20
すきやめん,https://suelog.jp/shops/1284,0,4,0,11
すきやめん 島之内,https://suelog.jp/shops/1284,0,11,0,9.090909090909092
すし魚貴,https://suelog.jp/shops/2147,0,2,0,8.5
すみれ鳥 難波,https://suelog.jp/shops/1790,0,7,0,10.857142857142858
せんべろゆうじ,https://suelog.jp/shops/30,0,1,0,15
そば処 松風,https://suelog.jp/shops/222,0,6,0,23.5
たか鳥 なんば座裏店,https://suelog.jp/shops/1791,0,3,0,27.666666666666668
たこ焼き酒場 ん,https://suelog.jp/shops/3091,0,8,0,16.625
たじまや 輝 西天満,https://suelog.jp/shops/670,0,8,0,21.25
たちばなヒルトンプラザイースト店,https://suelog.jp/shops/98,0,1,0,28
たぬき 梅田,https://suelog.jp/shops/2142,0,1,0,10
だし まる,https://suelog.jp/shops/247,0,2,0,59
だしのや 梅田本店,https://suelog.jp/shops/363,0,2,0,17.5
だしまる 谷町四丁目,https://suelog.jp/shops/247,0,2,0,10
だぶるばい,https://suelog.jp/shops/1721,0,1,0,18
だるま 喫煙,https://suelog.jp/shops/26,0,2,0,15
だるま 喫煙,https://suelog.jp/shops/26/shop_reports/new,0,1,0,13
だるま商店 梅田,https://suelog.jp/shops/26,0,21,0,10.428571428571429
だるま商店 梅田 レビュー,https://suelog.jp/shops/26,0,4,0,12
だるま商店 梅田店,https://suelog.jp/shops/26,0,4,0,18
だるま商店梅田,https://suelog.jp/shops/26,0,2,0,13
ちはやぶる 北新地,https://suelog.jp/shops/3675,0,1,0,2
ちびすけ 南心斎橋店,https://suelog.jp/shops/1421,0,11,0,19.90909090909091
ちびすけ南心斎橋店,https://suelog.jp/shops/1421,0,1,0,11
ちょい呑み食堂 tutini,https://suelog.jp/shops/199,0,1,0,8
ちょい呑み食堂 tutini トゥティニ,https://suelog.jp/shops/199,0,3,0,22
ちんちんbar,https://suelog.jp/shops/3052,0,2,0,3
ちんちんばー,https://suelog.jp/shops/3052,0,3,0,9.666666666666666
ちんちんバー,https://suelog.jp/shops/3052,0,1,0,18
ちんちんバー,https://suelog.jp/shops/3052/shop_reports/new,0,1,0,66
ぢどり亭 大国町,https://suelog.jp/shops/2309,0,4,0,7.25
ぢどり亭 大国町店,https://suelog.jp/shops/2309,0,9,0,20.666666666666668
つるピカハゲ丸くん 京橋,https://suelog.jp/shops/4059,0,2,0,10.5
てっぱん色彩,https://suelog.jp/shops/4217,0,1,0,10
てっぺん 中津,https://suelog.jp/shops/266,0,2,0,4.5
てんまる 堀江,https://suelog.jp/shops/1549,0,8,0,10.125
とっとっと お初天神,https://suelog.jp/shops/3757,0,3,0,23.333333333333332
とっとっと 大阪梅田東通り店,https://suelog.jp/shops/3757,0,2,0,42
とっとっと 梅田,https://suelog.jp/shops/3757,0,1,0,38
とっとっと梅田お初天神,https://suelog.jp/shops/3757,0,1,0,21
とらとり や 梅田,https://suelog.jp/shops/3759,0,1,0,32
とり ぞう 梅田,https://suelog.jp/shops/27,0,1,0,19
とりえん 梅田,https://suelog.jp/shops/2055,0,1,0,27
とりぞう 梅田店,https://suelog.jp/shops/27,0,5,0,20
とりで 梅田,https://suelog.jp/shops/3297,0,7,0,9.285714285714286
とりで 梅田店,https://suelog.jp/shops/3297,0,1,0,31
とりで梅田,https://suelog.jp/shops/3297,0,1,0,7
とりとも 梅田,https://suelog.jp/shops/1953,0,14,0,9.5
とり友 梅田,https://suelog.jp/shops/1953,0,41,0,8.853658536585366
とり平 本店,https://suelog.jp/shops/1910,0,1,0,15
とり甚 北新地,https://suelog.jp/shops/3111,0,2,0,20
とん彩や,https://suelog.jp/shops/186,0,1,0,11
とん彩や 福島店,https://suelog.jp/shops/186,0,9,0,8.222222222222221
とん彩や福島店,https://suelog.jp/shops/186,0,1,0,6
とん彩や福島店 レビュー,https://suelog.jp/shops/186,0,1,0,11
どんがめ 喫煙,https://suelog.jp/shops/2647,0,1,0,11
なごみバー roots,https://suelog.jp/shops/966,0,21,0,11.333333333333334
なんなんタウン双葉プラザ,https://suelog.jp/shops/2309,0,1,0,34
なんば ジス,https://suelog.jp/shops/1778,0,2,0,9
なんば フレッシュ,https://suelog.jp/shops/1678,0,7,0,9
なんば 鮨 宮 レビュー,https://suelog.jp/shops/1492,0,11,0,10.727272727272727
なんばウォーク 喫煙所,https://suelog.jp/shops/1694/shop_edit_requests/new,0,1,0,48
なんばエイト,https://suelog.jp/shops/1588,0,1,0,9
なんばエイト レビュー,https://suelog.jp/shops/1588,0,3,0,8.666666666666668
にしかわや 梅田,https://suelog.jp/shops/219,0,5,0,7.2
のこされ島,https://suelog.jp/shops/2300,0,5,0,25.8
はぐれ雲なんば,https://suelog.jp/shops/1561,0,2,0,9.5
はた坊 北新地,https://suelog.jp/articles/umeda-kitashinchi-osaka-local-gourmet-10/track_shop_click?shop_id=4213,0,1,0,20
ばーちんちん,https://suelog.jp/shops/3052,0,11,0,7.090909090909091
ひら 井 梅田,https://suelog.jp/shops/265,0,1,0,15
ひら井 梅田,https://suelog.jp/shops/265,0,1,0,18
ひろはち 梅田,https://suelog.jp/shops/1953,0,2,0,8
ひろ寿司 梅田,https://suelog.jp/shops/2802,0,1,0,10
びりちゃん 第三ビル,https://suelog.jp/shops/616,0,1,0,8
ふかもと,https://suelog.jp/shops/3752,0,1,0,11
ふかもと 西梅田店,https://suelog.jp/shops/3752,0,2,0,20.5
ぺろぺろばー,https://suelog.jp/shops/731,0,2,0,10
ぺろぺろバー,https://suelog.jp/shops/731,0,5,0,8.8
ほっこりリビング田なか,https://suelog.jp/shops/3941,0,2,0,11.5
ぼくたかし,https://suelog.jp/shops/3226,0,2,0,5
まじめや 梅田,https://suelog.jp/shops/3753,0,1,0,15
まじめや尼崎駅前店,https://suelog.jp/shops/3753,0,1,0,31
まっちる,https://suelog.jp/shops/398,0,2,0,14
まっちる シーシャカフェ&バー,https://suelog.jp/shops/398,0,3,0,10.333333333333334
まつたけ 北新地,https://suelog.jp/shops/180,0,2,0,21.5
まどもあぜる,https://suelog.jp/shops/1280,0,4,0,42.5
まねきねこ 京橋 料金,https://suelog.jp/shops/4103,0,1,0,25
まるかつ 十三,https://suelog.jp/shops/223,0,4,0,8
まる八とり友,https://suelog.jp/shops/1953,0,17,0,7.588235294117647
むに 喫煙,https://suelog.jp/shops/3,0,3,0,8.333333333333332
むにむに 梅田,https://suelog.jp/shops/522,0,2,0,11
むにむに梅田,https://suelog.jp/shops/522,0,3,0,10.333333333333334
もじもじ 北新地,https://suelog.jp/shops/737,0,3,0,28
もじもじ 焼肉,https://suelog.jp/shops/737,0,3,0,7.333333333333333
もつ小屋酒膳ゆう,https://suelog.jp/shops/306,0,15,0,22.2
もみの木,https://suelog.jp/shops/2334,0,1,0,8
もみの木 喫茶店,https://suelog.jp/shops/2334,0,2,0,9
もみの木 大国町,https://suelog.jp/shops/2334,0,31,0,7.193548387096774
やきとり大富豪,https://suelog.jp/shops/40,0,6,0,10.333333333333334
やきとり居酒屋daigomi53,https://suelog.jp/shops/3641,0,13,0,8
やきとり瓦,https://suelog.jp/shops/3278,0,17,0,8.882352941176471
やっすん,https://suelog.jp/shops/1669,0,6,0,9.5
ゆめ咲小町,https://suelog.jp/shops/681,0,5,0,26.4
よいどころまる,https://suelog.jp/shops/225,0,1,0,5
よるは？,https://suelog.jp/shops/1899,0,1,0,2
りんご屋 駅ビル,https://suelog.jp/shops/552,0,2,0,9.5
ろくきゅう,https://suelog.jp/shops/3379,0,1,0,1
わかめ,https://suelog.jp/shops/515,0,1,0,5
わびすけ 難波,https://suelog.jp/shops/1610,0,1,0,32
わびすけ 難波本店,https://suelog.jp/shops/1610,0,6,0,33.833333333333336
わびすけ本店,https://suelog.jp/shops/1610,0,7,0,32.57142857142857
アウル 北新地,https://suelog.jp/shops/2207,0,9,0,10.666666666666666
アオバル,https://suelog.jp/shops/319,0,8,0,6.5
アジアン食堂チョロヤ,https://suelog.jp/shops/923,0,16,0,9
アジト 梅田,https://suelog.jp/shops/2095,0,1,0,1
アソビバー お初天神,https://suelog.jp/shops/2995,0,7,0,11.714285714285714
アソビバー 喫煙,https://suelog.jp/shops/2770,0,1,0,4
アソビバー 喫煙,https://suelog.jp/shops/2995,0,3,0,3
アソビバー 梅田お初天神,https://suelog.jp/shops/2995,0,1,0,10
アソビバー 梅田茶屋町,https://suelog.jp/shops/2770,0,1,0,10
アソビバーお初天神,https://suelog.jp/shops/2995,0,1,0,11
アッパレ シーシャ アメ 村,https://suelog.jp/shops/1305,0,1,0,10
アッパレ シーシャ アメ村,https://suelog.jp/shops/1305,0,12,0,8.5
アッパレシーシャ アメ村,https://suelog.jp/shops/1305,0,12,0,7.916666666666667
アドリア 喫茶店,https://suelog.jp/shops/1885,0,6,0,10.166666666666666
アバンザ 喫煙所,https://suelog.jp/shops/3088,0,6,0,10.166666666666666
アバンザ堂島 喫煙所,https://suelog.jp/shops/3088,0,1,0,10
アブサン ソラー なんばダイニングメゾン店,https://suelog.jp/shops/1782,0,1,0,21
アブサンソラー なんばダイニングメゾン店,https://suelog.jp/shops/1782,0,4,0,15.25
アプレシオ 福島,https://suelog.jp/shops/91,0,1,0,10
アミュゼヴ,https://suelog.jp/shops/3158,0,2,0,11
アメ村 シーシャ,https://suelog.jp/shops/1305,0,8,0,10.375
アメ村シーシャ,https://suelog.jp/shops/1305,0,3,0,9.666666666666666
アライブ,https://suelog.jp/shops/748,0,1,0,1
アリオリ酒場,https://suelog.jp/shops/2818/shop_reports/new,0,1,0,47
アルル 喫煙所,https://suelog.jp/shops/575,0,23,0,6.521739130434782
アンジュ 福島,https://suelog.jp/shops/719,0,1,0,1
アンジュアンジュ シャンパン通り,https://suelog.jp/shops/3353,0,1,0,11
アンティーク 梅田,https://suelog.jp/shops/2921,0,4,0,8.75
アンドジョーカー ネオ 大阪府 大阪市北区 曽根崎新地 1-5-8 ピアースエイトビル 5 osaka,https://suelog.jp/shops/3274,0,2,0,10
アンバー 大阪市北区堂島,https://suelog.jp/shops/541,0,3,0,41.333333333333336
アーネック,https://suelog.jp/shops/696,0,5,0,16.6
アーネック 福島,https://suelog.jp/shops/696,0,1,0,8
イザカヤキツネ天満店 レビュー,https://suelog.jp/shops/203,0,62,0,10.32258064516129
イタリアン バル カナル,https://suelog.jp/shops/3485,0,7,0,6.571428571428571
イタリアン&bar アトリエ,https://suelog.jp/shops/2303,0,3,0,21
イタリアン&bar アトリエ,https://suelog.jp/shops/2303/shop_edit_requests/new,0,3,0,35.333333333333336
イタリアン&bar アトリエ,https://suelog.jp/shops/2303/shop_reports/new,0,4,0,36.5
イタリアンダイニング グーフォ ビアンコ,https://suelog.jp/shops/3349,0,5,0,15.2
イタリアンダイニング グーフォ ビアンコ,https://suelog.jp/shops/3349/shop_edit_requests/new,0,3,0,24.333333333333332
イタリアンダイニング グーフォ ビアンコ,https://suelog.jp/shops/3349/shop_reports/new,0,2,0,37
イナリグリーン,https://suelog.jp/shops/1726,0,2,0,31.5
イナリグリーン レビュー,https://suelog.jp/shops/1726,0,2,0,10.5
イナリグリーン 桜川,https://suelog.jp/shops/1726,0,1,0,10
イノゲート 喫煙所,https://suelog.jp/shops/469,0,3,0,12.666666666666666
イノゲート大阪 喫煙所,https://suelog.jp/shops/469,0,4,0,12
イルアルバータ il alberta,https://suelog.jp/shops/3441,0,2,0,16
イル・ド・サンク,https://suelog.jp/shops/3072,0,1,0,11
イル・ド・サンク,https://suelog.jp/shops/3072/shop_edit_requests/new,0,1,0,41
イル・ド・サンク,https://suelog.jp/shops/3072/shop_reports/new,0,1,0,27
イワサキクラブ,https://suelog.jp/shops/1722,0,26,0,8.615384615384615
イワサキクラブ 大阪,https://suelog.jp/shops/1722,0,11,0,7.545454545454546
インド料理 マハラジャ,https://suelog.jp/shops/3760,0,1,0,35
ウイ 大阪市北区中崎,https://suelog.jp/shops/375,0,3,0,24.333333333333332
ウイスキーボトルバーブル 北新地店,https://suelog.jp/shops/3225,0,8,0,11.25
ウイスキーボトルバーブル 北新地店,https://suelog.jp/shops/3225/shop_edit_requests/new,0,1,0,43
ウイスキーボトルバーブル 北新地店,https://suelog.jp/shops/3225/shop_reports/new,0,10,0,21.8
ウイスキーボトルバーブル 本店,https://suelog.jp/shops/3225,0,4,0,27.5
ウイスキーボトルバーブル 本店,https://suelog.jp/shops/3225/shop_reports/new,0,7,0,29.142857142857142
ウッディパブ山小屋,https://suelog.jp/shops/3939,0,1,0,9
ウメスト,https://suelog.jp/shops/457,0,1,0,10
ウーゾ カフェ,https://suelog.jp/shops/1534,0,2,0,10.5
エキマルシェ大阪 喫煙所,https://suelog.jp/shops/457,0,3,0,12.666666666666666
エスカイヤクラブ 大阪駅前第３ビル店,https://suelog.jp/shops/2164,0,4,0,20.25
エスカイヤクラブosビル店,https://suelog.jp/shops/2068,0,6,0,24.5
エスカイヤクラブosビル店,https://suelog.jp/shops/2068/shop_reports/new,0,2,0,44.5
エスカイヤクラブ駅前第3ビル店,https://suelog.jp/shops/2164,0,2,0,12
エスカイヤクラブ駅前第３ビル店 レビュー,https://suelog.jp/shops/2164,0,7,0,11.285714285714286
エスカイヤクラブ駅前第３ビル店 写真,https://suelog.jp/shops/2164,0,3,0,10.666666666666666
エノリス,https://suelog.jp/shops/4186,0,1,0,11
エビスちゃん酒場 梅田店,https://suelog.jp/shops/1,0,3,0,27.666666666666668
エビスバーホワイティうめだ店,https://suelog.jp/shops/529,0,7,0,30.714285714285715
オアシス 喫煙所,https://suelog.jp/shops/2333,0,1,0,9
オモニ梅田,https://suelog.jp/shops/1960,0,1,0,7
オリエンタル 梅田,https://suelog.jp/shops/1927,0,1,0,13
オリエンタルラウンジ タバコ,https://suelog.jp/shops/1927,0,1,0,8
オリエンタルラウンジ 喫煙,https://suelog.jp/shops/1927,0,3,0,6.333333333333333
オリエンタルラウンジ 大阪駅,https://suelog.jp/shops/1927,0,4,0,10.75
オリエンタルラウンジ 大阪駅前,https://suelog.jp/shops/1927,0,158,0,11.025316455696203
